name,type,fee,desc,hours,city
"Kimberley Aviation Museum",Museum,33.00,"Immerse yourself in Kimberley's history with interactive exhibits, rare artifacts, and captivating storytelling.","8:00 - 16:00",Kimberley
"Seville National Park",Nature,17.00,"Lush green spaces and spectacular panoramic views make this one of Seville's most cherished outdoor destinations.","8:00 - 16:00",Seville
"The Great East London Natural History Museum",Museum,32.00,"Immerse yourself in East London's history with interactive exhibits, rare artifacts, and captivating storytelling.","10:00 - 19:00","East London"
"The Great Whistler Heritage House",Historic,22.00,"A beautifully preserved historical site that offers a hauntingly realistic glimpse into the past of Whistler.","9:00 - 18:00",Whistler
"The Great Nara Royal Palace",Historic,30.00,"Step back in time and walk the ancient grounds where Nara's most defining historical moments took place.","9:00 - 20:00",Nara
"The Great Ottawa Natural History Museum",Museum,42.00,"A world-class cultural institution in Ottawa housing thousands of priceless historical and artistic treasures.","9:00 - 20:00",Ottawa
"Osaka Tower",Landmark,0.00,"An iconic symbol of Osaka's architectural heritage, standing tall as a testament to the region's rich history.","9:00 - 20:00",Osaka
"The Great Tokyo River Walk",Nature,19.00,"A perfectly preserved natural reserve in the heart of Tokyo. Ideal for hiking, photography, and escaping the urban bustle.","9:00 - 18:00",Tokyo
"Victoria Cathedral",Historic,8.00,"A beautifully preserved historical site that offers a hauntingly realistic glimpse into the past of Victoria.","9:00 - 16:00",Victoria
"Darwin Museum of Art",Museum,20.00,"A world-class cultural institution in Darwin housing thousands of priceless historical and artistic treasures.","9:00 - 19:00",Darwin
"Melbourne Botanical Gardens",Nature,19.00,"A perfectly preserved natural reserve in the heart of Melbourne. Ideal for hiking, photography, and escaping the urban bustle.","8:00 - 16:00",Melbourne
"The Great New York Monument",Landmark,0.00,"A masterpiece of engineering and art. No visit to New York is complete without seeing this majestic structure.","10:00 - 19:00","New York"
"Cairns Botanical Gardens",Nature,30.00,"A perfectly preserved natural reserve in the heart of Cairns. Ideal for hiking, photography, and escaping the urban bustle.","10:00 - 18:00",Cairns
"Hamburg Castle Ruins",Historic,26.00,"A beautifully preserved historical site that offers a hauntingly realistic glimpse into the past of Hamburg.","10:00 - 18:00",Hamburg
"The Great Osaka Cathedral",Historic,39.00,"A beautifully preserved historical site that offers a hauntingly realistic glimpse into the past of Osaka.","10:00 - 20:00",Osaka
"The Great Lyon Castle Ruins",Historic,0.00,"A beautifully preserved historical site that offers a hauntingly realistic glimpse into the past of Lyon.","8:00 - 18:00",Lyon
"The Great Montpellier Aviation Museum",Museum,0.00,"Immerse yourself in Montpellier's history with interactive exhibits, rare artifacts, and captivating storytelling.","9:00 - 17:00",Montpellier
"Paris Wildlife Sanctuary",Nature,0.00,"Experience the breathtaking natural beauty of Paris at this serene location, offering scenic trails and native wildlife.","8:00 - 18:00",Paris
"The Great Gold Coast Tower",Landmark,0.00,"One of the most photographed monuments in Gold Coast, featuring stunning design and cultural significance.","10:00 - 17:00","Gold Coast"
"The Great Palermo Botanical Gardens",Nature,0.00,"A perfectly preserved natural reserve in the heart of Palermo. Ideal for hiking, photography, and escaping the urban bustle.","9:00 - 19:00",Palermo
"The Great Nice Old Town Hall",Historic,36.00,"Centuries of history are embedded in the walls of this famous historical site located right in Nice.","9:00 - 17:00",Nice
"Toronto Bridge",Landmark,0.00,"A masterpiece of engineering and art. No visit to Toronto is complete without seeing this majestic structure.","8:00 - 18:00",Toronto
"The Great Montreal Ancient Fort",Historic,0.00,"Centuries of history are embedded in the walls of this famous historical site located right in Montreal.","10:00 - 18:00",Montreal
"Seville Natural History Museum",Museum,0.00,"A world-class cultural institution in Seville housing thousands of priceless historical and artistic treasures.","9:00 - 16:00",Seville
"Canberra Cultural Centre",Museum,12.00,"A world-class cultural institution in Canberra housing thousands of priceless historical and artistic treasures.","10:00 - 16:00",Canberra
"Granada Royal Palace",Historic,21.00,"A beautifully preserved historical site that offers a hauntingly realistic glimpse into the past of Granada.","9:00 - 19:00",Granada
"Okinawa National Park",Nature,28.00,"Lush green spaces and spectacular panoramic views make this one of Okinawa's most cherished outdoor destinations.","9:00 - 17:00",Okinawa
"The Great Paris Science Exhibit",Museum,41.00,"A world-class cultural institution in Paris housing thousands of priceless historical and artistic treasures.","9:00 - 20:00",Paris
"Denver National Park",Nature,39.00,"A perfectly preserved natural reserve in the heart of Denver. Ideal for hiking, photography, and escaping the urban bustle.","10:00 - 17:00",Denver
"The Great New York Cultural Centre",Museum,29.00,"A world-class cultural institution in New York housing thousands of priceless historical and artistic treasures.","8:00 - 18:00","New York"
"San Francisco Hillside Park",Nature,0.00,"Experience the breathtaking natural beauty of San Francisco at this serene location, offering scenic trails and native wildlife.","8:00 - 16:00","San Francisco"
"The Great Genoa Central Plaza",Landmark,0.00,"One of the most photographed monuments in Genoa, featuring stunning design and cultural significance.","9:00 - 19:00",Genoa
"The Great Liverpool Science Exhibit",Museum,11.00,"Discover the fascinating origins of Liverpool through beautifully curated galleries and expert-led tours.","9:00 - 19:00",Liverpool
"The Great Malaga Natural History Museum",Museum,14.00,"Immerse yourself in Malaga's history with interactive exhibits, rare artifacts, and captivating storytelling.","9:00 - 19:00",Malaga
"Strasbourg Ancient Fort",Historic,18.00,"Step back in time and walk the ancient grounds where Strasbourg's most defining historical moments took place.","9:00 - 16:00",Strasbourg
"Cairns Botanical Gardens",Nature,28.00,"Lush green spaces and spectacular panoramic views make this one of Cairns's most cherished outdoor destinations.","8:00 - 18:00",Cairns
"The Great Osaka Hillside Park",Nature,0.00,"Experience the breathtaking natural beauty of Osaka at this serene location, offering scenic trails and native wildlife.","10:00 - 18:00",Osaka
"The Great London Central Plaza",Landmark,14.00,"A masterpiece of engineering and art. No visit to London is complete without seeing this majestic structure.","8:00 - 16:00",London
"Sydney River Walk",Nature,15.00,"Lush green spaces and spectacular panoramic views make this one of Sydney's most cherished outdoor destinations.","8:00 - 16:00",Sydney
"Paris Museum of Art",Museum,42.00,"Immerse yourself in Paris's history with interactive exhibits, rare artifacts, and captivating storytelling.","10:00 - 18:00",Paris
"Belfast Central Plaza",Landmark,8.00,"An iconic symbol of Belfast's architectural heritage, standing tall as a testament to the region's rich history.","10:00 - 17:00",Belfast
"The Great Bloemfontein Heritage House",Historic,12.00,"Centuries of history are embedded in the walls of this famous historical site located right in Bloemfontein.","9:00 - 17:00",Bloemfontein
"The Great Port Elizabeth Hillside Park",Nature,0.00,"Experience the breathtaking natural beauty of Port Elizabeth at this serene location, offering scenic trails and native wildlife.","8:00 - 17:00","Port Elizabeth"
"The Great Bali Royal Palace",Historic,18.00,"A beautifully preserved historical site that offers a hauntingly realistic glimpse into the past of Bali.","10:00 - 18:00",Bali
"The Great Dubai Gallery",Museum,20.00,"Discover the fascinating origins of Dubai through beautifully curated galleries and expert-led tours.","10:00 - 17:00",Dubai
"The Great Victoria Wildlife Sanctuary",Nature,0.00,"A perfectly preserved natural reserve in the heart of Victoria. Ideal for hiking, photography, and escaping the urban bustle.","9:00 - 17:00",Victoria
"The Great Palermo Bridge",Landmark,17.00,"One of the most photographed monuments in Palermo, featuring stunning design and cultural significance.","10:00 - 18:00",Palermo
"Ibiza Ancient Fort",Historic,45.00,"A beautifully preserved historical site that offers a hauntingly realistic glimpse into the past of Ibiza.","8:00 - 18:00",Ibiza
"The Great Knysna Monument",Landmark,8.00,"One of the most photographed monuments in Knysna, featuring stunning design and cultural significance.","9:00 - 20:00",Knysna
"The Great Marseille Tower",Landmark,0.00,"An iconic symbol of Marseille's architectural heritage, standing tall as a testament to the region's rich history.","10:00 - 18:00",Marseille
"The Great Liverpool Ancient Fort",Historic,20.00,"Step back in time and walk the ancient grounds where Liverpool's most defining historical moments took place.","10:00 - 18:00",Liverpool
"The Great Vancouver River Walk",Nature,20.00,"Lush green spaces and spectacular panoramic views make this one of Vancouver's most cherished outdoor destinations.","8:00 - 18:00",Vancouver
"The Great New York Cultural Centre",Museum,26.00,"Immerse yourself in New York's history with interactive exhibits, rare artifacts, and captivating storytelling.","8:00 - 19:00","New York"
"The Great Ottawa Cultural Centre",Museum,30.00,"A world-class cultural institution in Ottawa housing thousands of priceless historical and artistic treasures.","8:00 - 17:00",Ottawa
"Durban Gallery",Museum,39.00,"Discover the fascinating origins of Durban through beautifully curated galleries and expert-led tours.","9:00 - 20:00",Durban
"The Great Marseille National Park",Nature,30.00,"Experience the breathtaking natural beauty of Marseille at this serene location, offering scenic trails and native wildlife.","8:00 - 18:00",Marseille
"The Great Bali Monument",Landmark,39.00,"An iconic symbol of Bali's architectural heritage, standing tall as a testament to the region's rich history.","9:00 - 18:00",Bali
"The Great Chicago Gallery",Museum,25.00,"A world-class cultural institution in Chicago housing thousands of priceless historical and artistic treasures.","8:00 - 16:00",Chicago
"The Great Oxford Science Exhibit",Museum,27.00,"Discover the fascinating origins of Oxford through beautifully curated galleries and expert-led tours.","9:00 - 19:00",Oxford
"Nara Royal Palace",Historic,7.00,"Step back in time and walk the ancient grounds where Nara's most defining historical moments took place.","8:00 - 18:00",Nara
"The Great Brisbane Bridge",Landmark,35.00,"A masterpiece of engineering and art. No visit to Brisbane is complete without seeing this majestic structure.","9:00 - 19:00",Brisbane
"The Great Bilbao Ancient Fort",Historic,24.00,"A beautifully preserved historical site that offers a hauntingly realistic glimpse into the past of Bilbao.","10:00 - 16:00",Bilbao
"The Great Ottawa Science Exhibit",Museum,32.00,"A world-class cultural institution in Ottawa housing thousands of priceless historical and artistic treasures.","8:00 - 16:00",Ottawa
